province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active
Shandong,China,2020-11-01,36.3427,118.1498,POINT(118.1498 36.3427),847,7,835,5
Shanghai,China,2020-11-01,31.202,121.4491,POINT(121.4491 31.202),1187,7,1085,95
Shanxi,China,2020-11-01,37.5777,112.2922,POINT(112.2922 37.5777),215,0,208,7
Sichuan,China,2020-11-01,30.6171,102.7103,POINT(102.7103 30.6171),746,3,711,32
Tianjin,China,2020-11-01,39.3054,117.323,POINT(117.323 39.3054),271,3,251,17
Tibet,China,2020-11-01,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-11-01,41.1129,85.2401,POINT(85.2401 41.1129),959,3,899,57
Yunnan,China,2020-11-01,24.974,101.487,POINT(101.487 24.974),213,2,208,3
Zhejiang,China,2020-11-01,29.1832,120.0934,POINT(120.0934 29.1832),1286,1,1279,6
Aichi,Japan,2020-11-01,35.035551,137.211621,POINT(137.211621 35.035551),6282,94,5613,575
Akita,Japan,2020-11-01,39.748679,140.408228,POINT(140.408228 39.748679),63,0,59,4
Aomori,Japan,2020-11-01,40.781541,140.828896,POINT(140.828896 40.781541),236,4,133,99
Chiba,Japan,2020-11-01,35.510141,140.198917,POINT(140.198917 35.510141),5059,81,4559,419
Ehime,Japan,2020-11-01,33.624835,132.856842,POINT(132.856842 33.624835),116,6,110,0
Fukui,Japan,2020-11-01,35.846614,136.22465400000002,POINT(136.224654 35.846614),257,11,244,2
Fukuoka,Japan,2020-11-01,33.526032,130.666949,POINT(130.666949 33.526032),5224,103,5042,79
Fukushima,Japan,2020-11-01,37.378867,140.223295,POINT(140.223295 37.378867),389,6,353,30
Gifu,Japan,2020-11-01,35.778671,137.055925,POINT(137.055925 35.778671),687,11,641,35
Gunma,Japan,2020-11-01,36.504479,138.985605,POINT(138.985605 36.504479),901,19,797,85
Hiroshima,Japan,2020-11-01,34.605309000000005,132.788719,POINT(132.788719 34.605309),659,5,643,11
Hokkaido,Japan,2020-11-01,43.385711,142.552318,POINT(142.552318 43.385711),3194,110,2538,546
Hyogo,Japan,2020-11-01,35.039913,134.828057,POINT(134.828057 35.039913),3265,62,2992,211
Ibaraki,Japan,2020-11-01,36.303588,140.319591,POINT(140.319591 36.303588),770,19,719,32
Ishikawa,Japan,2020-11-01,36.769464,136.771027,POINT(136.771027 36.769464),812,49,744,19
Iwate,Japan,2020-11-01,39.593287,141.361777,POINT(141.361777 39.593287),27,0,25,2
Kagawa,Japan,2020-11-01,34.217292,133.969047,POINT(133.969047 34.217292),102,2,95,5
Kagoshima,Japan,2020-11-01,31.009484000000004,130.430665,POINT(130.430665 31.009484),475,13,459,3
Kanagawa,Japan,2020-11-01,35.415312,139.338983,POINT(139.338983 35.415312),8790,172,7987,631
Kochi,Japan,2020-11-01,33.422519,133.367307,POINT(133.367307 33.422519),144,4,138,2
Kumamoto,Japan,2020-11-01,32.608154,130.74523100000002,POINT(130.745231 32.608154),802,8,736,58
Kyoto,Japan,2020-11-01,35.253815,135.443341,POINT(135.443341 35.253815),2061,30,1911,120
Mie,Japan,2020-11-01,34.508018,136.376013,POINT(136.376013 34.508018),565,6,541,18
Miyagi,Japan,2020-11-01,38.446859,140.927086,POINT(140.927086 38.446859),742,2,544,196
Miyazaki,Japan,2020-11-01,32.193203999999994,131.299374,POINT(131.299374 32.193204),367,1,366,0
Nagano,Japan,2020-11-01,36.132134,138.045528,POINT(138.045528 36.132134),342,6,329,7
Nagasaki,Japan,2020-11-01,33.235712,129.608033,POINT(129.608033 33.235712),245,3,240,2
Nara,Japan,2020-11-01,34.317451,135.871644,POINT(135.871644 34.317451),659,10,607,42
Niigata,Japan,2020-11-01,37.521819,138.918647,POINT(138.918647 37.521819),184,0,179,5
Oita,Japan,2020-11-01,33.200697,131.43323999999998,POINT(131.43324 33.200697),159,3,156,0
Okayama,Japan,2020-11-01,34.89246,133.826252,POINT(133.826252 34.89246),291,5,172,114
Okinawa,Japan,2020-11-01,25.768923,126.668016,POINT(126.668016 25.768923),3366,63,2934,369
Osaka,Japan,2020-11-01,34.620965000000005,135.507481,POINT(135.507481 34.620965),12876,243,11586,1047
Port Quarantine,Japan,2020-11-01,,,,1187,1,514,672
Saga,Japan,2020-11-01,33.286977,130.115738,POINT(130.115738 33.286977),252,0,256,-4
Saitama,Japan,2020-11-01,35.997101,139.347635,POINT(139.347635 35.997101),5890,107,5359,424
Shiga,Japan,2020-11-01,35.215827000000012,136.138064,POINT(136.138064 35.215827),553,9,523,21
Shimane,Japan,2020-11-01,35.07076,132.55406399999998,POINT(132.554064 35.07076),141,0,141,0
Shizuoka,Japan,2020-11-01,34.916975,138.40778400000002,POINT(138.407784 34.916975),661,2,582,77
Tochigi,Japan,2020-11-01,36.689912,139.819213,POINT(139.819213 36.689912),489,1,464,24
Tokushima,Japan,2020-11-01,33.919178,134.242091,POINT(134.242091 33.919178),164,9,155,0
Tokyo,Japan,2020-11-01,35.711343,139.446921,POINT(139.446921 35.711343),31236,457,28886,1893
Tottori,Japan,2020-11-01,35.359069,133.863619,POINT(133.863619 35.359069),38,0,35,3
Toyama,Japan,2020-11-01,36.637464,137.26934599999998,POINT(137.269346 36.637464),423,26,396,1
Unknown,Japan,2020-11-01,,,,8,0,8,0
Wakayama,Japan,2020-11-01,33.911879,135.505446,POINT(135.505446 33.911879),275,4,256,15
Yamagata,Japan,2020-11-01,38.448396,140.102154,POINT(140.102154 38.448396),86,1,80,5
Yamaguchi,Japan,2020-11-01,34.201190000000004,131.573293,POINT(131.573293 34.20119),213,2,207,4
Yamanashi,Japan,2020-11-01,35.612364,138.61148899999998,POINT(138.611489 35.612364),216,6,196,14
,"Korea, South",2020-11-01,35.907757000000011,127.766922,POINT(127.766922 35.907757),26732,468,24395,1869
,Mongolia,2020-11-01,46.8625,103.8467,POINT(103.8467 46.8625),349,0,313,36
Anhui,China,2020-11-02,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Beijing,China,2020-11-02,40.1824,116.4142,POINT(116.4142 40.1824),944,9,929,6
Chongqing,China,2020-11-02,30.0572,107.874,POINT(107.874 30.0572),589,6,580,3
Fujian,China,2020-11-02,26.0789,117.9874,POINT(117.9874 26.0789),441,1,412,28
Gansu,China,2020-11-02,35.7518,104.2861,POINT(104.2861 35.7518),180,2,168,10
Guangdong,China,2020-11-02,23.3417,113.4244,POINT(113.4244 23.3417),1935,8,1891,36
Guangxi,China,2020-11-02,23.8298,108.7881,POINT(108.7881 23.8298),260,2,258,0
Guizhou,China,2020-11-02,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Hainan,China,2020-11-02,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0
Hebei,China,2020-11-02,37.8957,114.9042,POINT(114.9042 37.8957),373,6,360,7
Heilongjiang,China,2020-11-02,47.862,127.7615,POINT(127.7615 47.862),949,13,935,1
Henan,China,2020-11-02,33.882,113.614,POINT(113.614 33.882),1284,22,1258,4
Hong Kong,China,2020-11-02,22.3,114.2,POINT(114.2 22.3),5336,105,5102,129
Hubei,China,2020-11-02,30.9756,112.2707,POINT(112.2707 30.9756),68143,4512,63627,4
Hunan,China,2020-11-02,27.6104,111.7088,POINT(111.7088 27.6104),1020,4,1015,1
Inner Mongolia,China,2020-11-02,44.0935,113.9448,POINT(113.9448 44.0935),295,1,270,24
Jiangsu,China,2020-11-02,32.9711,119.455,POINT(119.455 32.9711),674,0,666,8
Jiangxi,China,2020-11-02,27.614,115.7221,POINT(115.7221 27.614),935,1,934,0
Jilin,China,2020-11-02,43.6661,126.1923,POINT(126.1923 43.6661),157,2,155,0
Liaoning,China,2020-11-02,41.2956,122.6085,POINT(122.6085 41.2956),283,2,278,3
Macau,China,2020-11-02,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0
Ningxia,China,2020-11-02,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Qinghai,China,2020-11-02,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Shaanxi,China,2020-11-02,35.1917,108.8701,POINT(108.8701 35.1917),455,3,426,26
Shandong,China,2020-11-02,36.3427,118.1498,POINT(118.1498 36.3427),848,7,836,5
Shanghai,China,2020-11-02,31.202,121.4491,POINT(121.4491 31.202),1196,7,1096,93
Shanxi,China,2020-11-02,37.5777,112.2922,POINT(112.2922 37.5777),215,0,208,7
Sichuan,China,2020-11-02,30.6171,102.7103,POINT(102.7103 30.6171),754,3,713,38
Tianjin,China,2020-11-02,39.3054,117.323,POINT(117.323 39.3054),273,3,251,19
Tibet,China,2020-11-02,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-11-02,41.1129,85.2401,POINT(85.2401 41.1129),964,3,899,62
Yunnan,China,2020-11-02,24.974,101.487,POINT(101.487 24.974),213,2,208,3
Zhejiang,China,2020-11-02,29.1832,120.0934,POINT(120.0934 29.1832),1287,1,1279,7
Aichi,Japan,2020-11-02,35.035551,137.211621,POINT(137.211621 35.035551),6326,94,5637,595
Akita,Japan,2020-11-02,39.748679,140.408228,POINT(140.408228 39.748679),64,0,60,4
Aomori,Japan,2020-11-02,40.781541,140.828896,POINT(140.828896 40.781541),244,4,143,97
Chiba,Japan,2020-11-02,35.510141,140.198917,POINT(140.198917 35.510141),5080,81,4606,393
Ehime,Japan,2020-11-02,33.624835,132.856842,POINT(132.856842 33.624835),116,6,110,0
Fukui,Japan,2020-11-02,35.846614,136.22465400000002,POINT(136.224654 35.846614),257,11,245,1
Fukuoka,Japan,2020-11-02,33.526032,130.666949,POINT(130.666949 33.526032),5229,103,5042,84
Fukushima,Japan,2020-11-02,37.378867,140.223295,POINT(140.223295 37.378867),391,6,359,26
Gifu,Japan,2020-11-02,35.778671,137.055925,POINT(137.055925 35.778671),693,11,641,41
Gunma,Japan,2020-11-02,36.504479,138.985605,POINT(138.985605 36.504479),902,19,815,68
Hiroshima,Japan,2020-11-02,34.605309000000005,132.788719,POINT(132.788719 34.605309),659,5,643,11
Hokkaido,Japan,2020-11-02,43.385711,142.552318,POINT(142.552318 43.385711),3290,110,2580,600
Hyogo,Japan,2020-11-02,35.039913,134.828057,POINT(134.828057 35.039913),3275,64,3009,202
Ibaraki,Japan,2020-11-02,36.303588,140.319591,POINT(140.319591 36.303588),773,19,720,34
Ishikawa,Japan,2020-11-02,36.769464,136.771027,POINT(136.771027 36.769464),812,49,745,18
Iwate,Japan,2020-11-02,39.593287,141.361777,POINT(141.361777 39.593287),27,0,25,2
Kagawa,Japan,2020-11-02,34.217292,133.969047,POINT(133.969047 34.217292),102,2,95,5
Kagoshima,Japan,2020-11-02,31.009484000000004,130.430665,POINT(130.430665 31.009484),475,13,459,3
Kanagawa,Japan,2020-11-02,35.415312,139.338983,POINT(139.338983 35.415312),8812,174,8052,586
Kochi,Japan,2020-11-02,33.422519,133.367307,POINT(133.367307 33.422519),144,4,138,2
Kumamoto,Japan,2020-11-02,32.608154,130.74523100000002,POINT(130.745231 32.608154),808,8,736,64
Kyoto,Japan,2020-11-02,35.253815,135.443341,POINT(135.443341 35.253815),2068,30,1911,127
Mie,Japan,2020-11-02,34.508018,136.376013,POINT(136.376013 34.508018),567,6,541,20
Miyagi,Japan,2020-11-02,38.446859,140.927086,POINT(140.927086 38.446859),772,2,548,222
Miyazaki,Japan,2020-11-02,32.193203999999994,131.299374,POINT(131.299374 32.193204),367,1,366,0
Nagano,Japan,2020-11-02,36.132134,138.045528,POINT(138.045528 36.132134),343,6,332,5
Nagasaki,Japan,2020-11-02,33.235712,129.608033,POINT(129.608033 33.235712),245,3,240,2
Nara,Japan,2020-11-02,34.317451,135.871644,POINT(135.871644 34.317451),664,10,609,45
Niigata,Japan,2020-11-02,37.521819,138.918647,POINT(138.918647 37.521819),184,0,179,5
Oita,Japan,2020-11-02,33.200697,131.43323999999998,POINT(131.43324 33.200697),159,3,156,0
Okayama,Japan,2020-11-02,34.89246,133.826252,POINT(133.826252 34.89246),291,5,172,114
Okinawa,Japan,2020-11-02,25.768923,126.668016,POINT(126.668016 25.768923),3376,63,2964,349
Osaka,Japan,2020-11-02,34.620965000000005,135.507481,POINT(135.507481 34.620965),12950,245,11636,1069
Port Quarantine,Japan,2020-11-02,,,,1195,1,514,680
Saga,Japan,2020-11-02,33.286977,130.115738,POINT(130.115738 33.286977),254,0,256,-2
Saitama,Japan,2020-11-02,35.997101,139.347635,POINT(139.347635 35.997101),5916,108,5386,422
Shiga,Japan,2020-11-02,35.215827000000012,136.138064,POINT(136.138064 35.215827),557,9,525,23
Shimane,Japan,2020-11-02,35.07076,132.55406399999998,POINT(132.554064 35.07076),141,0,141,0
Shizuoka,Japan,2020-11-02,34.916975,138.40778400000002,POINT(138.407784 34.916975),663,2,582,79
Tochigi,Japan,2020-11-02,36.689912,139.819213,POINT(139.819213 36.689912),490,1,464,25
Tokushima,Japan,2020-11-02,33.919178,134.242091,POINT(134.242091 33.919178),164,9,155,0
Tokyo,Japan,2020-11-02,35.711343,139.446921,POINT(139.446921 35.711343),31323,461,28958,1904
Tottori,Japan,2020-11-02,35.359069,133.863619,POINT(133.863619 35.359069),38,0,35,3
Toyama,Japan,2020-11-02,36.637464,137.26934599999998,POINT(137.269346 36.637464),423,26,396,1
Unknown,Japan,2020-11-02,,,,8,0,8,0
Wakayama,Japan,2020-11-02,33.911879,135.505446,POINT(135.505446 33.911879),277,4,256,17
Yamagata,Japan,2020-11-02,38.448396,140.102154,POINT(140.102154 38.448396),86,1,80,5
Yamaguchi,Japan,2020-11-02,34.201190000000004,131.573293,POINT(131.573293 34.20119),213,2,207,4
Yamanashi,Japan,2020-11-02,35.612364,138.61148899999998,POINT(138.611489 35.612364),218,6,196,16
,"Korea, South",2020-11-02,35.907757000000011,127.766922,POINT(127.766922 35.907757),26807,472,24510,1825
,Mongolia,2020-11-02,46.8625,103.8467,POINT(103.8467 46.8625),350,0,313,37
Anhui,China,2020-11-03,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Beijing,China,2020-11-03,40.1824,116.4142,POINT(116.4142 40.1824),944,9,929,6
Chongqing,China,2020-11-03,30.0572,107.874,POINT(107.874 30.0572),589,6,580,3
Fujian,China,2020-11-03,26.0789,117.9874,POINT(117.9874 26.0789),443,1,413,29
Gansu,China,2020-11-03,35.7518,104.2861,POINT(104.2861 35.7518),180,2,168,10
Guangdong,China,2020-11-03,23.3417,113.4244,POINT(113.4244 23.3417),1938,8,1892,38
Guangxi,China,2020-11-03,23.8298,108.7881,POINT(108.7881 23.8298),260,2,258,0
Guizhou,China,2020-11-03,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Hainan,China,2020-11-03,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0
Hebei,China,2020-11-03,37.8957,114.9042,POINT(114.9042 37.8957),373,6,360,7
Heilongjiang,China,2020-11-03,47.862,127.7615,POINT(127.7615 47.862),949,13,935,1
Henan,China,2020-11-03,33.882,113.614,POINT(113.614 33.882),1284,22,1258,4
Hong Kong,China,2020-11-03,22.3,114.2,POINT(114.2 22.3),5345,105,5109,131
Hubei,China,2020-11-03,30.9756,112.2707,POINT(112.2707 30.9756),68143,4512,63627,4
Hunan,China,2020-11-03,27.6104,111.7088,POINT(111.7088 27.6104),1020,4,1015,1
Inner Mongolia,China,2020-11-03,44.0935,113.9448,POINT(113.9448 44.0935),297,1,270,26
Jiangsu,China,2020-11-03,32.9711,119.455,POINT(119.455 32.9711),674,0,666,8
Jiangxi,China,2020-11-03,27.614,115.7221,POINT(115.7221 27.614),935,1,934,0
Jilin,China,2020-11-03,43.6661,126.1923,POINT(126.1923 43.6661),157,2,155,0
Liaoning,China,2020-11-03,41.2956,122.6085,POINT(122.6085 41.2956),283,2,278,3
Macau,China,2020-11-03,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0
Ningxia,China,2020-11-03,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Qinghai,China,2020-11-03,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Shaanxi,China,2020-11-03,35.1917,108.8701,POINT(108.8701 35.1917),456,3,427,26
Shandong,China,2020-11-03,36.3427,118.1498,POINT(118.1498 36.3427),848,7,836,5
Shanghai,China,2020-11-03,31.202,121.4491,POINT(121.4491 31.202),1200,7,1101,92
Shanxi,China,2020-11-03,37.5777,112.2922,POINT(112.2922 37.5777),215,0,210,5
Sichuan,China,2020-11-03,30.6171,102.7103,POINT(102.7103 30.6171),757,3,715,39
Tianjin,China,2020-11-03,39.3054,117.323,POINT(117.323 39.3054),273,3,255,15
Tibet,China,2020-11-03,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-11-03,41.1129,85.2401,POINT(85.2401 41.1129),966,3,899,64
Yunnan,China,2020-11-03,24.974,101.487,POINT(101.487 24.974),213,2,208,3
Zhejiang,China,2020-11-03,29.1832,120.0934,POINT(120.0934 29.1832),1287,1,1279,7
Aichi,Japan,2020-11-03,35.035551,137.211621,POINT(137.211621 35.035551),6411,94,5660,657
Akita,Japan,2020-11-03,39.748679,140.408228,POINT(140.408228 39.748679),64,0,60,4
Aomori,Japan,2020-11-03,40.781541,140.828896,POINT(140.828896 40.781541),250,4,151,95
Chiba,Japan,2020-11-03,35.510141,140.198917,POINT(140.198917 35.510141),5120,81,4650,389
Ehime,Japan,2020-11-03,33.624835,132.856842,POINT(132.856842 33.624835),116,6,110,0
Fukui,Japan,2020-11-03,35.846614,136.22465400000002,POINT(136.224654 35.846614),257,11,245,1
Fukuoka,Japan,2020-11-03,33.526032,130.666949,POINT(130.666949 33.526032),5231,103,5057,71
Fukushima,Japan,2020-11-03,37.378867,140.223295,POINT(140.223295 37.378867),401,6,360,35
Gifu,Japan,2020-11-03,35.778671,137.055925,POINT(137.055925 35.778671),698,11,647,40
Gunma,Japan,2020-11-03,36.504479,138.985605,POINT(138.985605 36.504479),905,20,823,62
Hiroshima,Japan,2020-11-03,34.605309000000005,132.788719,POINT(132.788719 34.605309),661,5,643,13
Hokkaido,Japan,2020-11-03,43.385711,142.552318,POINT(142.552318 43.385711),3361,112,2603,646
Hyogo,Japan,2020-11-03,35.039913,134.828057,POINT(134.828057 35.039913),3327,65,3023,239
Ibaraki,Japan,2020-11-03,36.303588,140.319591,POINT(140.319591 36.303588),775,19,721,35
Ishikawa,Japan,2020-11-03,36.769464,136.771027,POINT(136.771027 36.769464),813,49,745,19
Iwate,Japan,2020-11-03,39.593287,141.361777,POINT(141.361777 39.593287),29,0,25,4
Kagawa,Japan,2020-11-03,34.217292,133.969047,POINT(133.969047 34.217292),102,2,95,5
Kagoshima,Japan,2020-11-03,31.009484000000004,130.430665,POINT(130.430665 31.009484),483,13,463,7
Kanagawa,Japan,2020-11-03,35.415312,139.338983,POINT(139.338983 35.415312),8881,174,8083,624
Kochi,Japan,2020-11-03,33.422519,133.367307,POINT(133.367307 33.422519),144,4,138,2
Kumamoto,Japan,2020-11-03,32.608154,130.74523100000002,POINT(130.745231 32.608154),814,8,748,58
Kyoto,Japan,2020-11-03,35.253815,135.443341,POINT(135.443341 35.253815),2081,30,1928,123
Mie,Japan,2020-11-03,34.508018,136.376013,POINT(136.376013 34.508018),568,6,542,20
Miyagi,Japan,2020-11-03,38.446859,140.927086,POINT(140.927086 38.446859),788,2,553,233
Miyazaki,Japan,2020-11-03,32.193203999999994,131.299374,POINT(131.299374 32.193204),369,1,367,1
Nagano,Japan,2020-11-03,36.132134,138.045528,POINT(138.045528 36.132134),348,6,333,9
Nagasaki,Japan,2020-11-03,33.235712,129.608033,POINT(129.608033 33.235712),245,3,241,1
Nara,Japan,2020-11-03,34.317451,135.871644,POINT(135.871644 34.317451),675,10,611,54
Niigata,Japan,2020-11-03,37.521819,138.918647,POINT(138.918647 37.521819),184,0,179,5
Oita,Japan,2020-11-03,33.200697,131.43323999999998,POINT(131.43324 33.200697),159,3,156,0
Okayama,Japan,2020-11-03,34.89246,133.826252,POINT(133.826252 34.89246),308,6,172,130
Okinawa,Japan,2020-11-03,25.768923,126.668016,POINT(126.668016 25.768923),3395,63,3004,328
Osaka,Japan,2020-11-03,34.620965000000005,135.507481,POINT(135.507481 34.620965),13106,246,11636,1224
Port Quarantine,Japan,2020-11-03,,,,1199,1,514,684
Saga,Japan,2020-11-03,33.286977,130.115738,POINT(130.115738 33.286977),262,0,256,6
Saitama,Japan,2020-11-03,35.997101,139.347635,POINT(139.347635 35.997101),5946,109,5429,408
Shiga,Japan,2020-11-03,35.215827000000012,136.138064,POINT(136.138064 35.215827),560,9,526,25
Shimane,Japan,2020-11-03,35.07076,132.55406399999998,POINT(132.554064 35.07076),141,0,141,0
Shizuoka,Japan,2020-11-03,34.916975,138.40778400000002,POINT(138.407784 34.916975),679,2,588,89
Tochigi,Japan,2020-11-03,36.689912,139.819213,POINT(139.819213 36.689912),492,1,466,25
Tokushima,Japan,2020-11-03,33.919178,134.242091,POINT(134.242091 33.919178),164,9,155,0
Tokyo,Japan,2020-11-03,35.711343,139.446921,POINT(139.446921 35.711343),31532,461,29102,1969
Tottori,Japan,2020-11-03,35.359069,133.863619,POINT(133.863619 35.359069),38,0,35,3
Toyama,Japan,2020-11-03,36.637464,137.26934599999998,POINT(137.269346 36.637464),423,26,396,1
Unknown,Japan,2020-11-03,,,,8,0,8,0
Wakayama,Japan,2020-11-03,33.911879,135.505446,POINT(135.505446 33.911879),277,4,262,11
Yamagata,Japan,2020-11-03,38.448396,140.102154,POINT(140.102154 38.448396),86,1,80,5
Yamaguchi,Japan,2020-11-03,34.201190000000004,131.573293,POINT(131.573293 34.20119),215,2,207,6
Yamanashi,Japan,2020-11-03,35.612364,138.61148899999998,POINT(138.611489 35.612364),218,6,196,16
,"Korea, South",2020-11-03,35.907757000000011,127.766922,POINT(127.766922 35.907757),26925,474,24616,1835
,Mongolia,2020-11-03,46.8625,103.8467,POINT(103.8467 46.8625),352,0,314,38
Anhui,China,2020-11-04,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0
Beijing,China,2020-11-04,40.1824,116.4142,POINT(116.4142 40.1824),945,9,929,7
Chongqing,China,2020-11-04,30.0572,107.874,POINT(107.874 30.0572),589,6,580,3
Fujian,China,2020-11-04,26.0789,117.9874,POINT(117.9874 26.0789),444,1,414,29
Gansu,China,2020-11-04,35.7518,104.2861,POINT(104.2861 35.7518),180,2,168,10
Guangdong,China,2020-11-04,23.3417,113.4244,POINT(113.4244 23.3417),1938,8,1896,34
Guangxi,China,2020-11-04,23.8298,108.7881,POINT(108.7881 23.8298),260,2,258,0
Guizhou,China,2020-11-04,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0
Hainan,China,2020-11-04,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0
Hebei,China,2020-11-04,37.8957,114.9042,POINT(114.9042 37.8957),373,6,360,7
Heilongjiang,China,2020-11-04,47.862,127.7615,POINT(127.7615 47.862),949,13,935,1
Henan,China,2020-11-04,33.882,113.614,POINT(113.614 33.882),1286,22,1258,6
Hong Kong,China,2020-11-04,22.3,114.2,POINT(114.2 22.3),5348,106,5118,124
Hubei,China,2020-11-04,30.9756,112.2707,POINT(112.2707 30.9756),68143,4512,63627,4
Hunan,China,2020-11-04,27.6104,111.7088,POINT(111.7088 27.6104),1020,4,1015,1
Inner Mongolia,China,2020-11-04,44.0935,113.9448,POINT(113.9448 44.0935),298,1,270,27
Jiangsu,China,2020-11-04,32.9711,119.455,POINT(119.455 32.9711),674,0,666,8
Jiangxi,China,2020-11-04,27.614,115.7221,POINT(115.7221 27.614),935,1,934,0
Jilin,China,2020-11-04,43.6661,126.1923,POINT(126.1923 43.6661),157,2,155,0
Liaoning,China,2020-11-04,41.2956,122.6085,POINT(122.6085 41.2956),283,2,278,3
Macau,China,2020-11-04,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0
Ningxia,China,2020-11-04,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Qinghai,China,2020-11-04,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Shaanxi,China,2020-11-04,35.1917,108.8701,POINT(108.8701 35.1917),459,3,427,29
Shandong,China,2020-11-04,36.3427,118.1498,POINT(118.1498 36.3427),848,7,837,4
Shanghai,China,2020-11-04,31.202,121.4491,POINT(121.4491 31.202),1208,7,1111,90
Shanxi,China,2020-11-04,37.5777,112.2922,POINT(112.2922 37.5777),215,0,211,4
Sichuan,China,2020-11-04,30.6171,102.7103,POINT(102.7103 30.6171),761,3,716,42
Tianjin,China,2020-11-04,39.3054,117.323,POINT(117.323 39.3054),273,3,257,13
Tibet,China,2020-11-04,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-11-04,41.1129,85.2401,POINT(85.2401 41.1129),974,3,899,72
Yunnan,China,2020-11-04,24.974,101.487,POINT(101.487 24.974),213,2,208,3
Zhejiang,China,2020-11-04,29.1832,120.0934,POINT(120.0934 29.1832),1287,1,1279,7
Aichi,Japan,2020-11-04,35.035551,137.211621,POINT(137.211621 35.035551),6464,94,5702,668
Akita,Japan,2020-11-04,39.748679,140.408228,POINT(140.408228 39.748679),64,0,60,4
Aomori,Japan,2020-11-04,40.781541,140.828896,POINT(140.828896 40.781541),257,4,162,91
Chiba,Japan,2020-11-04,35.510141,140.198917,POINT(140.198917 35.510141),5150,81,4710,359
Ehime,Japan,2020-11-04,33.624835,132.856842,POINT(132.856842 33.624835),116,6,110,0
Fukui,Japan,2020-11-04,35.846614,136.22465400000002,POINT(136.224654 35.846614),257,11,245,1
Fukuoka,Japan,2020-11-04,33.526032,130.666949,POINT(130.666949 33.526032),5240,103,5061,76
Fukushima,Japan,2020-11-04,37.378867,140.223295,POINT(140.223295 37.378867),401,6,365,30
Gifu,Japan,2020-11-04,35.778671,137.055925,POINT(137.055925 35.778671),700,12,647,41
Gunma,Japan,2020-11-04,36.504479,138.985605,POINT(138.985605 36.504479),910,20,823,67
Hiroshima,Japan,2020-11-04,34.605309000000005,132.788719,POINT(132.788719 34.605309),662,5,646,11
Hokkaido,Japan,2020-11-04,43.385711,142.552318,POINT(142.552318 43.385711),3436,112,2646,678
Hyogo,Japan,2020-11-04,35.039913,134.828057,POINT(134.828057 35.039913),3363,66,3042,255
Ibaraki,Japan,2020-11-04,36.303588,140.319591,POINT(140.319591 36.303588),779,19,721,39
Ishikawa,Japan,2020-11-04,36.769464,136.771027,POINT(136.771027 36.769464),813,49,745,19
Iwate,Japan,2020-11-04,39.593287,141.361777,POINT(141.361777 39.593287),29,0,25,4
Kagawa,Japan,2020-11-04,34.217292,133.969047,POINT(133.969047 34.217292),103,2,95,6
Kagoshima,Japan,2020-11-04,31.009484000000004,130.430665,POINT(130.430665 31.009484),488,13,463,12
Kanagawa,Japan,2020-11-04,35.415312,139.338983,POINT(139.338983 35.415312),8925,174,8150,601
Kochi,Japan,2020-11-04,33.422519,133.367307,POINT(133.367307 33.422519),144,4,139,1
Kumamoto,Japan,2020-11-04,32.608154,130.74523100000002,POINT(130.745231 32.608154),826,8,753,65
Kyoto,Japan,2020-11-04,35.253815,135.443341,POINT(135.443341 35.253815),2090,30,1928,132
Mie,Japan,2020-11-04,34.508018,136.376013,POINT(136.376013 34.508018),573,6,542,25
Miyagi,Japan,2020-11-04,38.446859,140.927086,POINT(140.927086 38.446859),804,3,559,242
Miyazaki,Japan,2020-11-04,32.193203999999994,131.299374,POINT(131.299374 32.193204),371,1,367,3
Nagano,Japan,2020-11-04,36.132134,138.045528,POINT(138.045528 36.132134),349,6,333,10
Nagasaki,Japan,2020-11-04,33.235712,129.608033,POINT(129.608033 33.235712),245,3,241,1
Nara,Japan,2020-11-04,34.317451,135.871644,POINT(135.871644 34.317451),679,10,614,55
